ERT 4 Texel_Cocksdorp_clean.bin
         0.50
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
2702
 2
0
4  0.00  0.00 0.50  0.00 1.00  0.00 1.50  0.00 95.45 
4  0.00  0.00 4.00  0.00 27.00  0.00 23.50  0.00 1.04 
4  0.00  0.00 4.00  0.00 23.50  0.00 27.50  0.00 0.99 
4  0.00  0.00 4.00  0.00 27.50  0.00 24.00  0.00 0.94 
4  0.00  0.00 4.00  0.00 24.00  0.00 28.00  0.00 1.03 
4  0.00  0.00 4.00  0.00 24.50  0.00 28.50  0.00 1.06 
4  0.00  0.00 4.50  0.00 25.00  0.00 29.50  0.00 0.91 
4  0.00  0.00 4.50  0.00 29.50  0.00 25.50  0.00 0.90 
4  0.00  0.00 4.50  0.00 25.50  0.00 30.00  0.00 1.04 
4  0.00  0.00 4.50  0.00 30.00  0.00 26.00  0.00 1.05 
4  0.00  0.00 4.50  0.00 26.00  0.00 30.50  0.00 1.08 
4  0.00  0.00 4.50  0.00 30.50  0.00 26.50  0.00 1.00 
4  0.00  0.00 4.50  0.00 26.50  0.00 31.00  0.00 0.98 
4  0.00  0.00 4.50  0.00 31.00  0.00 27.00  0.00 1.01 
4  0.00  0.00 4.50  0.00 27.00  0.00 31.50  0.00 1.08 
4  0.00  0.00 4.50  0.00 27.50  0.00 32.00  0.00 0.88 
4  0.50  0.00 1.00  0.00 1.50  0.00 2.00  0.00 96.62 
4  0.50  0.00 1.00  0.00 2.00  0.00 2.50  0.00 86.20 
4  0.50  0.00 1.00  0.00 2.50  0.00 3.00  0.00 65.85 
4  0.50  0.00 1.00  0.00 3.00  0.00 3.50  0.00 35.93 
4  0.50  0.00 1.00  0.00 3.50  0.00 4.00  0.00 22.41 
4  0.50  0.00 1.00  0.00 4.00  0.00 4.50  0.00 10.34 
4  0.50  0.00 1.50  0.00 4.50  0.00 5.50  0.00 8.99 
4  0.50  0.00 1.50  0.00 5.50  0.00 6.50  0.00 4.14 
4  0.50  0.00 1.50  0.00 6.50  0.00 7.50  0.00 2.65 
4  0.50  0.00 1.50  0.00 7.50  0.00 5.00  0.00 4.48 
4  0.50  0.00 1.50  0.00 5.00  0.00 6.00  0.00 5.60 
4  0.50  0.00 1.50  0.00 6.00  0.00 7.00  0.00 3.07 
4  0.50  0.00 1.50  0.00 7.00  0.00 8.00  0.00 2.12 
4  0.50  0.00 2.00  0.00 7.50  0.00 9.00  0.00 1.82 
4  0.50  0.00 2.00  0.00 9.00  0.00 10.50  0.00 1.36 
4  0.50  0.00 2.00  0.00 10.50  0.00 8.00  0.00 1.97 
4  0.50  0.00 2.00  0.00 8.00  0.00 9.50  0.00 2.27 
4  0.50  0.00 2.00  0.00 9.50  0.00 11.00  0.00 1.28 
4  0.50  0.00 2.00  0.00 11.00  0.00 8.50  0.00 1.52 
4  0.50  0.00 2.00  0.00 8.50  0.00 10.00  0.00 1.64 
4  0.50  0.00 2.00  0.00 10.00  0.00 11.50  0.00 1.27 
4  0.50  0.00 2.50  0.00 10.50  0.00 12.50  0.00 1.15 
4  0.50  0.00 2.50  0.00 12.50  0.00 14.50  0.00 1.02 
4  0.50  0.00 2.50  0.00 14.50  0.00 11.00  0.00 1.00 
4  0.50  0.00 2.50  0.00 11.00  0.00 13.00  0.00 1.10 
4  0.50  0.00 2.50  0.00 13.00  0.00 15.00  0.00 0.86 
4  0.50  0.00 2.50  0.00 15.00  0.00 11.50  0.00 1.00 
4  0.50  0.00 2.50  0.00 11.50  0.00 13.50  0.00 1.06 
4  0.50  0.00 2.50  0.00 13.50  0.00 12.00  0.00 1.04 
4  0.50  0.00 2.50  0.00 12.00  0.00 14.00  0.00 0.97 
4  0.50  0.00 3.00  0.00 16.00  0.00 18.50  0.00 1.40 
4  0.50  0.00 3.00  0.00 18.50  0.00 14.00  0.00 1.05 
4  0.50  0.00 3.00  0.00 14.00  0.00 16.50  0.00 0.96 
4  0.50  0.00 3.00  0.00 16.50  0.00 14.50  0.00 0.95 
4  0.50  0.00 3.00  0.00 14.50  0.00 17.00  0.00 0.93 
4  0.50  0.00 3.00  0.00 17.00  0.00 15.00  0.00 0.89 
4  0.50  0.00 3.00  0.00 15.00  0.00 17.50  0.00 0.99 
4  0.50  0.00 3.00  0.00 17.50  0.00 15.50  0.00 0.70 
4  0.50  0.00 3.00  0.00 15.50  0.00 18.00  0.00 1.21 
4  0.50  0.00 3.50  0.00 16.50  0.00 19.50  0.00 1.01 
4  0.50  0.00 3.50  0.00 19.50  0.00 17.00  0.00 1.02 
4  0.50  0.00 3.50  0.00 17.00  0.00 20.00  0.00 1.05 
4  0.50  0.00 3.50  0.00 20.00  0.00 17.50  0.00 1.30 
4  0.50  0.00 3.50  0.00 17.50  0.00 20.50  0.00 1.26 
4  0.50  0.00 3.50  0.00 20.50  0.00 18.00  0.00 0.87 
4  0.50  0.00 3.50  0.00 18.00  0.00 21.00  0.00 0.87 
4  0.50  0.00 3.50  0.00 21.00  0.00 18.50  0.00 0.90 
4  0.50  0.00 3.50  0.00 18.50  0.00 21.50  0.00 0.97 
4  0.50  0.00 3.50  0.00 19.00  0.00 22.00  0.00 0.84 
4  0.50  0.00 4.00  0.00 19.50  0.00 23.00  0.00 0.85 
4  0.50  0.00 4.00  0.00 23.00  0.00 20.00  0.00 0.87 
4  0.50  0.00 4.00  0.00 20.00  0.00 23.50  0.00 0.88 
4  0.50  0.00 4.00  0.00 23.50  0.00 20.50  0.00 0.88 
4  0.50  0.00 4.00  0.00 20.50  0.00 24.00  0.00 0.86 
4  0.50  0.00 4.00  0.00 24.00  0.00 21.00  0.00 0.88 
4  0.50  0.00 4.00  0.00 21.00  0.00 24.50  0.00 0.87 
4  0.50  0.00 4.00  0.00 24.50  0.00 21.50  0.00 0.88 
4  0.50  0.00 4.00  0.00 21.50  0.00 25.00  0.00 0.88 
4  0.50  0.00 4.00  0.00 22.00  0.00 25.50  0.00 0.89 
4  0.50  0.00 4.50  0.00 22.50  0.00 26.50  0.00 0.73 
4  0.50  0.00 4.50  0.00 26.50  0.00 23.00  0.00 0.97 
4  0.50  0.00 4.50  0.00 23.00  0.00 27.00  0.00 0.95 
4  0.50  0.00 4.50  0.00 27.00  0.00 23.50  0.00 0.97 
4  0.50  0.00 4.50  0.00 23.50  0.00 27.50  0.00 0.95 
4  0.50  0.00 4.50  0.00 27.50  0.00 24.00  0.00 1.03 
4  0.50  0.00 4.50  0.00 24.00  0.00 28.00  0.00 0.97 
4  0.50  0.00 4.50  0.00 28.00  0.00 24.50  0.00 1.05 
4  0.50  0.00 4.50  0.00 24.50  0.00 28.50  0.00 1.02 
4  0.50  0.00 4.50  0.00 25.00  0.00 29.00  0.00 0.93 
4  0.50  0.00 5.00  0.00 25.50  0.00 30.00  0.00 0.99 
4  0.50  0.00 5.00  0.00 30.00  0.00 26.00  0.00 1.02 
4  0.50  0.00 5.00  0.00 26.00  0.00 30.50  0.00 0.99 
4  0.50  0.00 5.00  0.00 30.50  0.00 26.50  0.00 1.08 
4  0.50  0.00 5.00  0.00 26.50  0.00 31.00  0.00 0.98 
4  0.50  0.00 5.00  0.00 31.00  0.00 27.00  0.00 1.12 
4  0.50  0.00 5.00  0.00 27.00  0.00 31.50  0.00 0.97 
4  0.50  0.00 5.00  0.00 31.50  0.00 27.50  0.00 1.02 
4  0.50  0.00 5.00  0.00 27.50  0.00 32.00  0.00 0.93 
4  0.50  0.00 5.00  0.00 28.00  0.00 32.50  0.00 0.93 
4  1.00  0.00 1.50  0.00 2.00  0.00 2.50  0.00 97.79 
4  1.00  0.00 1.50  0.00 2.50  0.00 3.00  0.00 89.87 
4  1.00  0.00 1.50  0.00 3.00  0.00 3.50  0.00 53.75 
4  1.00  0.00 1.50  0.00 3.50  0.00 4.00  0.00 34.97 
4  1.00  0.00 1.50  0.00 4.00  0.00 4.50  0.00 22.73 
4  1.00  0.00 1.50  0.00 4.50  0.00 5.00  0.00 8.69 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 8.43 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 3.93 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 1.94 
4  1.00  0.00 2.00  0.00 5.50  0.00 6.50  0.00 5.85 
4  1.00  0.00 2.00  0.00 6.50  0.00 7.50  0.00 3.25 
4  1.00  0.00 2.00  0.00 7.50  0.00 8.50  0.00 1.79 
4  1.00  0.00 2.50  0.00 8.00  0.00 9.50  0.00 1.89 
4  1.00  0.00 2.50  0.00 9.50  0.00 11.00  0.00 1.38 
4  1.00  0.00 2.50  0.00 11.00  0.00 8.50  0.00 1.69 
4  1.00  0.00 2.50  0.00 8.50  0.00 10.00  0.00 1.82 
4  1.00  0.00 2.50  0.00 10.00  0.00 11.50  0.00 1.31 
4  1.00  0.00 2.50  0.00 11.50  0.00 9.00  0.00 1.45 
4  1.00  0.00 2.50  0.00 9.00  0.00 10.50  0.00 1.50 
4  1.00  0.00 2.50  0.00 10.50  0.00 12.00  0.00 1.42 
4  1.00  0.00 3.00  0.00 11.00  0.00 13.00  0.00 1.13 
4  1.00  0.00 3.00  0.00 13.00  0.00 15.00  0.00 0.96 
4  1.00  0.00 3.00  0.00 15.00  0.00 11.50  0.00 1.07 
4  1.00  0.00 3.00  0.00 11.50  0.00 13.50  0.00 1.14 
4  1.00  0.00 3.00  0.00 13.50  0.00 15.50  0.00 0.83 
4  1.00  0.00 3.00  0.00 15.50  0.00 12.00  0.00 1.03 
4  1.00  0.00 3.00  0.00 12.00  0.00 14.00  0.00 1.07 
4  1.00  0.00 3.00  0.00 14.00  0.00 12.50  0.00 1.06 
4  1.00  0.00 3.00  0.00 12.50  0.00 14.50  0.00 1.05 
4  1.00  0.00 3.50  0.00 14.00  0.00 16.50  0.00 0.98 
4  1.00  0.00 3.50  0.00 16.50  0.00 19.00  0.00 0.99 
4  1.00  0.00 3.50  0.00 19.00  0.00 14.50  0.00 0.99 
4  1.00  0.00 3.50  0.00 14.50  0.00 17.00  0.00 0.92 
4  1.00  0.00 3.50  0.00 17.00  0.00 15.00  0.00 0.90 
4  1.00  0.00 3.50  0.00 15.00  0.00 17.50  0.00 0.99 
4  1.00  0.00 3.50  0.00 17.50  0.00 15.50  0.00 0.76 
4  1.00  0.00 3.50  0.00 15.50  0.00 18.00  0.00 1.12 
4  1.00  0.00 3.50  0.00 18.00  0.00 16.00  0.00 1.16 
4  1.00  0.00 3.50  0.00 16.00  0.00 18.50  0.00 1.11 
4  1.00  0.00 4.00  0.00 17.00  0.00 20.00  0.00 1.00 
4  1.00  0.00 4.00  0.00 20.00  0.00 17.50  0.00 1.24 
4  1.00  0.00 4.00  0.00 17.50  0.00 20.50  0.00 1.16 
4  1.00  0.00 4.00  0.00 20.50  0.00 18.00  0.00 0.84 
4  1.00  0.00 4.00  0.00 18.00  0.00 21.00  0.00 0.83 
4  1.00  0.00 4.00  0.00 21.00  0.00 18.50  0.00 0.89 
4  1.00  0.00 4.00  0.00 18.50  0.00 21.50  0.00 0.88 
4  1.00  0.00 4.00  0.00 21.50  0.00 19.00  0.00 0.85 
4  1.00  0.00 4.00  0.00 19.00  0.00 22.00  0.00 0.97 
4  1.00  0.00 4.00  0.00 19.50  0.00 22.50  0.00 0.78 
4  1.00  0.00 4.50  0.00 20.00  0.00 23.50  0.00 0.81 
4  1.00  0.00 4.50  0.00 23.50  0.00 20.50  0.00 0.83 
4  1.00  0.00 4.50  0.00 20.50  0.00 24.00  0.00 0.88 
4  1.00  0.00 4.50  0.00 24.00  0.00 21.00  0.00 0.82 
4  1.00  0.00 4.50  0.00 21.00  0.00 24.50  0.00 0.89 
4  1.00  0.00 4.50  0.00 24.50  0.00 21.50  0.00 0.88 
4  1.00  0.00 4.50  0.00 21.50  0.00 25.00  0.00 0.84 
4  1.00  0.00 4.50  0.00 25.00  0.00 22.00  0.00 0.80 
4  1.00  0.00 4.50  0.00 22.00  0.00 25.50  0.00 0.84 
4  1.00  0.00 4.50  0.00 22.50  0.00 26.00  0.00 0.90 
4  1.00  0.00 5.00  0.00 23.00  0.00 27.00  0.00 0.75 
4  1.00  0.00 5.00  0.00 27.00  0.00 23.50  0.00 0.69 
4  1.00  0.00 5.00  0.00 23.50  0.00 27.50  0.00 0.94 
4  1.00  0.00 5.00  0.00 27.50  0.00 24.00  0.00 0.92 
4  1.00  0.00 5.00  0.00 24.00  0.00 28.00  0.00 0.99 
4  1.00  0.00 5.00  0.00 28.00  0.00 24.50  0.00 0.97 
4  1.00  0.00 5.00  0.00 24.50  0.00 28.50  0.00 0.99 
4  1.00  0.00 5.00  0.00 28.50  0.00 25.00  0.00 1.03 
4  1.00  0.00 5.00  0.00 25.00  0.00 29.00  0.00 0.98 
4  1.00  0.00 5.00  0.00 25.50  0.00 29.50  0.00 1.07 
4  1.00  0.00 5.50  0.00 26.00  0.00 30.50  0.00 0.84 
4  1.00  0.00 5.50  0.00 30.50  0.00 26.50  0.00 0.79 
4  1.00  0.00 5.50  0.00 26.50  0.00 31.00  0.00 1.01 
4  1.00  0.00 5.50  0.00 31.00  0.00 27.00  0.00 0.97 
4  1.00  0.00 5.50  0.00 27.00  0.00 31.50  0.00 1.00 
4  1.00  0.00 5.50  0.00 31.50  0.00 27.50  0.00 0.99 
4  1.00  0.00 5.50  0.00 27.50  0.00 32.00  0.00 0.97 
4  1.00  0.00 5.50  0.00 32.00  0.00 28.00  0.00 0.91 
4  1.00  0.00 5.50  0.00 28.00  0.00 32.50  0.00 1.01 
4  1.00  0.00 5.50  0.00 28.50  0.00 33.00  0.00 0.78 
4  1.50  0.00 2.00  0.00 2.50  0.00 3.00  0.00 105.00 
4  1.50  0.00 2.00  0.00 3.00  0.00 3.50  0.00 74.57 
4  1.50  0.00 2.00  0.00 3.50  0.00 4.00  0.00 53.21 
4  1.50  0.00 2.00  0.00 4.00  0.00 4.50  0.00 36.02 
4  1.50  0.00 2.00  0.00 4.50  0.00 5.00  0.00 19.99 
4  1.50  0.00 2.00  0.00 5.00  0.00 5.50  0.00 6.39 
4  1.50  0.00 2.50  0.00 5.50  0.00 6.50  0.00 8.74 
4  1.50  0.00 2.50  0.00 6.50  0.00 7.50  0.00 4.13 
4  1.50  0.00 2.50  0.00 7.50  0.00 8.50  0.00 2.16 
4  1.50  0.00 2.50  0.00 6.00  0.00 7.00  0.00 5.40 
4  1.50  0.00 2.50  0.00 7.00  0.00 8.00  0.00 3.08 
4  1.50  0.00 2.50  0.00 8.00  0.00 9.00  0.00 2.08 
4  1.50  0.00 3.00  0.00 8.50  0.00 10.00  0.00 2.10 
4  1.50  0.00 3.00  0.00 10.00  0.00 11.50  0.00 1.54 
4  1.50  0.00 3.00  0.00 11.50  0.00 9.00  0.00 1.67 
4  1.50  0.00 3.00  0.00 9.00  0.00 10.50  0.00 1.75 
4  1.50  0.00 3.00  0.00 10.50  0.00 12.00  0.00 1.35 
4  1.50  0.00 3.00  0.00 12.00  0.00 9.50  0.00 1.46 
4  1.50  0.00 3.00  0.00 9.50  0.00 11.00  0.00 1.60 
4  1.50  0.00 3.00  0.00 11.00  0.00 12.50  0.00 1.20 
4  1.50  0.00 3.50  0.00 11.50  0.00 13.50  0.00 1.12 
4  1.50  0.00 3.50  0.00 13.50  0.00 15.50  0.00 0.90 
4  1.50  0.00 3.50  0.00 15.50  0.00 12.00  0.00 1.02 
4  1.50  0.00 3.50  0.00 12.00  0.00 14.00  0.00 1.06 
4  1.50  0.00 3.50  0.00 14.00  0.00 16.00  0.00 0.85 
4  1.50  0.00 3.50  0.00 16.00  0.00 12.50  0.00 0.96 
4  1.50  0.00 3.50  0.00 12.50  0.00 14.50  0.00 1.00 
4  1.50  0.00 3.50  0.00 14.50  0.00 13.00  0.00 1.01 
4  1.50  0.00 3.50  0.00 13.00  0.00 15.00  0.00 0.98 
4  1.50  0.00 4.00  0.00 14.50  0.00 17.00  0.00 0.90 
4  1.50  0.00 4.00  0.00 17.00  0.00 19.50  0.00 1.05 
4  1.50  0.00 4.00  0.00 19.50  0.00 15.00  0.00 0.96 
4  1.50  0.00 4.00  0.00 15.00  0.00 17.50  0.00 0.79 
4  1.50  0.00 4.00  0.00 17.50  0.00 15.50  0.00 0.85 
4  1.50  0.00 4.00  0.00 15.50  0.00 18.00  0.00 1.06 
4  1.50  0.00 4.00  0.00 18.00  0.00 16.00  0.00 1.18 
4  1.50  0.00 4.00  0.00 16.00  0.00 18.50  0.00 1.11 
4  1.50  0.00 4.00  0.00 18.50  0.00 16.50  0.00 1.05 
4  1.50  0.00 4.00  0.00 16.50  0.00 19.00  0.00 0.96 
4  1.50  0.00 4.50  0.00 17.50  0.00 20.50  0.00 1.13 
4  1.50  0.00 4.50  0.00 20.50  0.00 18.00  0.00 0.68 
4  1.50  0.00 4.50  0.00 18.00  0.00 21.00  0.00 0.85 
4  1.50  0.00 4.50  0.00 21.00  0.00 18.50  0.00 0.88 
4  1.50  0.00 4.50  0.00 18.50  0.00 21.50  0.00 0.87 
4  1.50  0.00 4.50  0.00 21.50  0.00 19.00  0.00 0.89 
4  1.50  0.00 4.50  0.00 19.00  0.00 22.00  0.00 0.88 
4  1.50  0.00 4.50  0.00 22.00  0.00 19.50  0.00 0.81 
4  1.50  0.00 4.50  0.00 19.50  0.00 22.50  0.00 0.84 
4  1.50  0.00 4.50  0.00 20.00  0.00 23.00  0.00 0.72 
4  1.50  0.00 5.00  0.00 20.50  0.00 24.00  0.00 0.76 
4  1.50  0.00 5.00  0.00 24.00  0.00 21.00  0.00 0.74 
4  1.50  0.00 5.00  0.00 21.00  0.00 24.50  0.00 0.83 
4  1.50  0.00 5.00  0.00 24.50  0.00 21.50  0.00 0.82 
4  1.50  0.00 5.00  0.00 21.50  0.00 25.00  0.00 0.83 
4  1.50  0.00 5.00  0.00 25.00  0.00 22.00  0.00 0.80 
4  1.50  0.00 5.00  0.00 22.00  0.00 25.50  0.00 0.82 
4  1.50  0.00 5.00  0.00 25.50  0.00 22.50  0.00 0.84 
4  1.50  0.00 5.00  0.00 22.50  0.00 26.00  0.00 0.82 
4  1.50  0.00 5.00  0.00 23.00  0.00 26.50  0.00 0.67 
4  1.50  0.00 5.50  0.00 23.50  0.00 27.50  0.00 0.77 
4  1.50  0.00 5.50  0.00 27.50  0.00 24.00  0.00 0.70 
4  1.50  0.00 5.50  0.00 24.00  0.00 28.00  0.00 0.91 
4  1.50  0.00 5.50  0.00 28.00  0.00 24.50  0.00 0.97 
4  1.50  0.00 5.50  0.00 24.50  0.00 28.50  0.00 0.95 
4  1.50  0.00 5.50  0.00 28.50  0.00 25.00  0.00 0.96 
4  1.50  0.00 5.50  0.00 25.00  0.00 29.00  0.00 0.96 
4  1.50  0.00 5.50  0.00 29.00  0.00 25.50  0.00 0.94 
4  1.50  0.00 5.50  0.00 25.50  0.00 29.50  0.00 1.00 
4  1.50  0.00 5.50  0.00 26.00  0.00 30.00  0.00 0.89 
4  1.50  0.00 6.00  0.00 26.50  0.00 31.00  0.00 0.83 
4  1.50  0.00 6.00  0.00 31.00  0.00 27.00  0.00 0.82 
4  1.50  0.00 6.00  0.00 27.00  0.00 31.50  0.00 0.96 
4  1.50  0.00 6.00  0.00 31.50  0.00 27.50  0.00 0.99 
4  1.50  0.00 6.00  0.00 27.50  0.00 32.00  0.00 0.93 
4  1.50  0.00 6.00  0.00 32.00  0.00 28.00  0.00 0.93 
4  1.50  0.00 6.00  0.00 28.00  0.00 32.50  0.00 0.92 
4  1.50  0.00 6.00  0.00 32.50  0.00 28.50  0.00 0.93 
4  1.50  0.00 6.00  0.00 28.50  0.00 33.00  0.00 0.91 
4  1.50  0.00 6.00  0.00 29.00  0.00 33.50  0.00 0.75 
4  2.00  0.00 2.50  0.00 3.00  0.00 3.50  0.00 98.08 
4  2.00  0.00 2.50  0.00 3.50  0.00 4.00  0.00 78.25 
4  2.00  0.00 2.50  0.00 4.00  0.00 4.50  0.00 56.63 
4  2.00  0.00 2.50  0.00 4.50  0.00 5.00  0.00 32.45 
4  2.00  0.00 2.50  0.00 5.00  0.00 5.50  0.00 17.28 
4  2.00  0.00 2.50  0.00 5.50  0.00 6.00  0.00 7.75 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 8.33 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 4.38 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 2.08 
4  2.00  0.00 3.00  0.00 6.50  0.00 7.50  0.00 5.79 
4  2.00  0.00 3.00  0.00 7.50  0.00 8.50  0.00 2.86 
4  2.00  0.00 3.00  0.00 8.50  0.00 9.50  0.00 2.51 
4  2.00  0.00 3.50  0.00 9.00  0.00 10.50  0.00 1.86 
4  2.00  0.00 3.50  0.00 10.50  0.00 12.00  0.00 1.41 
4  2.00  0.00 3.50  0.00 12.00  0.00 9.50  0.00 1.53 
4  2.00  0.00 3.50  0.00 9.50  0.00 11.00  0.00 1.68 
4  2.00  0.00 3.50  0.00 11.00  0.00 12.50  0.00 1.15 
4  2.00  0.00 3.50  0.00 12.50  0.00 10.00  0.00 1.40 
4  2.00  0.00 3.50  0.00 10.00  0.00 11.50  0.00 1.52 
4  2.00  0.00 3.50  0.00 11.50  0.00 13.00  0.00 1.16 
4  2.00  0.00 4.00  0.00 12.00  0.00 14.00  0.00 1.02 
4  2.00  0.00 4.00  0.00 14.00  0.00 16.00  0.00 0.91 
4  2.00  0.00 4.00  0.00 16.00  0.00 12.50  0.00 0.97 
4  2.00  0.00 4.00  0.00 12.50  0.00 14.50  0.00 1.01 
4  2.00  0.00 4.00  0.00 14.50  0.00 16.50  0.00 0.94 
4  2.00  0.00 4.00  0.00 16.50  0.00 13.00  0.00 0.95 
4  2.00  0.00 4.00  0.00 13.00  0.00 15.00  0.00 0.95 
4  2.00  0.00 4.00  0.00 15.00  0.00 13.50  0.00 0.96 
4  2.00  0.00 4.00  0.00 13.50  0.00 15.50  0.00 0.91 
4  2.00  0.00 4.50  0.00 15.00  0.00 17.50  0.00 0.93 
4  2.00  0.00 4.50  0.00 17.50  0.00 20.00  0.00 0.90 
4  2.00  0.00 4.50  0.00 20.00  0.00 15.50  0.00 1.01 
4  2.00  0.00 4.50  0.00 15.50  0.00 18.00  0.00 1.09 
4  2.00  0.00 4.50  0.00 18.00  0.00 16.00  0.00 0.87 
4  2.00  0.00 4.50  0.00 16.00  0.00 18.50  0.00 1.17 
4  2.00  0.00 4.50  0.00 18.50  0.00 16.50  0.00 1.08 
4  2.00  0.00 4.50  0.00 16.50  0.00 19.00  0.00 1.05 
4  2.00  0.00 4.50  0.00 19.00  0.00 17.00  0.00 1.05 
4  2.00  0.00 4.50  0.00 17.00  0.00 19.50  0.00 1.09 
4  2.00  0.00 5.00  0.00 18.00  0.00 21.00  0.00 0.79 
